functional_group,year,taxa_id,hw_season,season ,absolute_bio,min_size,max_size,temp_opt
Passive Copepod,1,16,Winter,Summer,3.071145362,0.002,0.2,20
Passive Copepod,1,18,Winter,Summer,2.665477616,0.05,5,20
Passive Copepod,1,20,Winter,Summer,1.894428382,0.01,1,24
Passive Copepod,1,21,Winter,Summer,0.903397695,0.05,5,24
Passive Copepod,1,20,Winter,Autumn,3.627831689,0.01,1,24
Passive Copepod,1,19,Winter,Autumn,2.146799104,0.002,0.2,24
Passive Copepod,1,17,Winter,Autumn,1.855684775,0.01,1,20
Passive Copepod,1,21,Winter,Autumn,1.55518378,0.05,5,24
Passive Copepod,1,16,Winter,Autumn,1.490463921,0.002,0.2,20
Passive Copepod,2,16,Winter,Winter,1.965203126,0.002,0.2,20
Passive Copepod,2,19,Winter,Winter,1.145026869,0.002,0.2,24
Passive Copepod,2,17,Winter,Winter,0.876661128,0.01,1,20
Passive Copepod,2,20,Winter,Winter,0.598238656,0.01,1,24
Passive Copepod,2,21,Winter,Winter,0.396043857,0.05,5,24
Passive Copepod,2,16,Winter,Spring,1.110830805,0.002,0.2,20
Passive Copepod,2,17,Winter,Spring,0.851019642,0.01,1,20
Passive Copepod,2,18,Winter,Spring,0.186783961,0.05,5,20
Passive Copepod,2,21,Winter,Spring,0.058528879,0.05,5,24
Passive Copepod,2,20,Winter,Spring,0.042760927,0.01,1,24
Passive Copepod,2,17,Winter,Summer,3.760265605,0.01,1,20
Passive Copepod,2,18,Winter,Summer,2.544834253,0.05,5,20
Passive Copepod,2,16,Winter,Summer,2.263608591,0.002,0.2,20
Passive Copepod,2,20,Winter,Summer,0.950524414,0.01,1,24
Passive Copepod,2,21,Winter,Summer,0.668673154,0.05,5,24
Passive Copepod,2,20,Winter,Autumn,4.89311215,0.01,1,24
Passive Copepod,2,21,Winter,Autumn,3.590436995,0.05,5,24
Passive Copepod,2,17,Winter,Autumn,3.136872236,0.01,1,20
Passive Copepod,2,18,Winter,Autumn,2.138286135,0.05,5,20
Passive Copepod,2,16,Winter,Autumn,1.009525847,0.002,0.2,20
Passive Copepod,3,16,Winter,Winter,2.178227357,0.002,0.2,20
Passive Copepod,3,17,Winter,Winter,1.156781527,0.01,1,20
Passive Copepod,3,20,Winter,Winter,0.794780966,0.01,1,24
Passive Copepod,3,21,Winter,Winter,0.764708079,0.05,5,24
Passive Copepod,3,18,Winter,Winter,0.484221052,0.05,5,20
Passive Copepod,3,17,Winter,Spring,0.992283498,0.01,1,20
Passive Copepod,3,16,Winter,Spring,0.869502215,0.002,0.2,20
Passive Copepod,3,18,Winter,Spring,0.170096438,0.05,5,20
Passive Copepod,3,21,Winter,Spring,0.111515811,0.05,5,24
Passive Copepod,3,20,Winter,Spring,0.054394583,0.01,1,24
Passive Copepod,3,17,Winter,Summer,4.848796881,0.01,1,20
Passive Copepod,3,18,Winter,Summer,3.844668773,0.05,5,20
Passive Copepod,3,16,Winter,Summer,1.743780172,0.002,0.2,20
Passive Copepod,3,20,Winter,Summer,0.704825771,0.01,1,24
Passive Copepod,3,21,Winter,Summer,0.699336423,0.05,5,24
Passive Copepod,3,20,Winter,Autumn,4.573535939,0.01,1,24
Passive Copepod,3,17,Winter,Autumn,3.476978515,0.01,1,20
Passive Copepod,3,21,Winter,Autumn,3.408839546,0.05,5,24
Passive Copepod,3,18,Winter,Autumn,2.994558833,0.05,5,20
Passive Copepod,3,16,Winter,Autumn,0.911365708,0.002,0.2,20
Passive Copepod,4,16,Winter,Winter,2.153737833,0.002,0.2,20
Passive Copepod,4,17,Winter,Winter,1.368600606,0.01,1,20
Passive Copepod,4,20,Winter,Winter,0.77700817,0.01,1,24
Passive Copepod,4,21,Winter,Winter,0.76396901,0.05,5,24
Passive Copepod,4,18,Winter,Winter,0.717544489,0.05,5,20
Passive Copepod,4,17,Winter,Spring,1.200893723,0.01,1,20
Passive Copepod,4,16,Winter,Spring,0.821178855,0.002,0.2,20
Passive Copepod,4,18,Winter,Spring,0.27396661,0.05,5,20
Passive Copepod,4,21,Winter,Spring,0.109893465,0.05,5,24
Passive Copepod,4,20,Winter,Spring,0.052181831,0.01,1,24
Passive Copepod,4,17,Winter,Summer,5.394180264,0.01,1,20
Passive Copepod,4,18,Winter,Summer,3.647912514,0.05,5,20
Passive Copepod,4,16,Winter,Summer,1.679080496,0.002,0.2,20
Passive Copepod,4,21,Winter,Summer,0.617186853,0.05,5,24
Passive Copepod,4,20,Winter,Summer,0.611640018,0.01,1,24
Passive Copepod,4,20,Winter,Autumn,4.337177854,0.01,1,24
Passive Copepod,4,17,Winter,Autumn,3.821388479,0.01,1,20
Passive Copepod,4,21,Winter,Autumn,3.478405849,0.05,5,24
Passive Copepod,4,18,Winter,Autumn,3.106283907,0.05,5,20
Passive Copepod,4,16,Winter,Autumn,0.917064644,0.002,0.2,20
Passive Copepod,5,16,Winter,Winter,2.109577123,0.002,0.2,20
Passive Copepod,5,17,Winter,Winter,1.546578847,0.01,1,20
Passive Copepod,5,21,Winter,Winter,0.813586841,0.05,5,24
Passive Copepod,5,18,Winter,Winter,0.786105739,0.05,5,20
Passive Copepod,5,20,Winter,Winter,0.763366013,0.01,1,24
Passive Copepod,5,17,Winter,Spring,1.352077438,0.01,1,20
Passive Copepod,5,16,Winter,Spring,0.794881507,0.002,0.2,20
Passive Copepod,5,18,Winter,Spring,0.316839254,0.05,5,20
Passive Copepod,5,21,Winter,Spring,0.117494824,0.05,5,24
Passive Copepod,5,20,Winter,Spring,0.051364071,0.01,1,24
Passive Copepod,5,17,Winter,Summer,5.691348323,0.01,1,20
Passive Copepod,5,18,Winter,Summer,3.650469292,0.05,5,20
Passive Copepod,5,16,Winter,Summer,1.621155816,0.002,0.2,20
Passive Copepod,5,21,Winter,Summer,0.590919022,0.05,5,24
Passive Copepod,5,20,Winter,Summer,0.554342158,0.01,1,24
Passive Copepod,5,20,Winter,Autumn,4.183312842,0.01,1,24
Passive Copepod,5,17,Winter,Autumn,4.001958368,0.01,1,20
Passive Copepod,5,21,Winter,Autumn,3.484500465,0.05,5,24
Passive Copepod,5,18,Winter,Autumn,3.194254626,0.05,5,20
Passive Copepod,5,16,Winter,Autumn,0.913576859,0.002,0.2,20
Passive Copepod,6,16,Winter,Winter,2.085680152,0.002,0.2,20
Passive Copepod,6,17,Winter,Winter,1.64232271,0.01,1,20
Passive Copepod,6,21,Winter,Winter,0.828396759,0.05,5,24
Passive Copepod,6,18,Winter,Winter,0.821755188,0.05,5,20
Passive Copepod,6,20,Winter,Winter,0.757456134,0.01,1,24
Passive Copepod,6,17,Winter,Spring,1.414951377,0.01,1,20
Passive Copepod,6,16,Winter,Spring,0.777465108,0.002,0.2,20
Passive Copepod,6,18,Winter,Spring,0.332365897,0.05,5,20
Passive Copepod,6,21,Winter,Spring,0.119310577,0.05,5,24
Passive Copepod,6,20,Winter,Spring,0.050756577,0.01,1,24
Passive Copepod,6,17,Winter,Summer,5.820695818,0.01,1,20
Passive Copepod,6,18,Winter,Summer,3.609228524,0.05,5,20
Passive Copepod,6,16,Winter,Summer,1.593142252,0.002,0.2,20
Passive Copepod,6,21,Winter,Summer,0.572690984,0.05,5,24
Passive Copepod,6,20,Winter,Summer,0.523353315,0.01,1,24
Passive Copepod,6,20,Winter,Autumn,4.117389723,0.01,1,24
Passive Copepod,6,17,Winter,Autumn,4.093563254,0.01,1,20
Passive Copepod,6,21,Winter,Autumn,3.500960822,0.05,5,24
Passive Copepod,6,18,Winter,Autumn,3.214532198,0.05,5,20
Passive Copepod,6,16,Winter,Autumn,0.906298881,0.002,0.2,20
Passive Copepod,1,16,Spring,Winter,1.483672622,0.002,0.2,20
Passive Copepod,1,19,Spring,Winter,1.388457036,0.002,0.2,24
Passive Copepod,1,17,Spring,Winter,1.233554764,0.01,1,20
Passive Copepod,1,20,Spring,Winter,0.662126718,0.01,1,24
Passive Copepod,1,21,Spring,Winter,0.316482786,0.05,5,24
Passive Copepod,1,17,Spring,Spring,3.502361579,0.01,1,20
Passive Copepod,1,16,Spring,Spring,1.50156054,0.002,0.2,20
Passive Copepod,1,18,Spring,Spring,0.877075144,0.05,5,20
Passive Copepod,1,20,Spring,Spring,0.240753661,0.01,1,24
Passive Copepod,1,21,Spring,Spring,0.232817257,0.05,5,24
Passive Copepod,1,17,Spring,Summer,6.005300819,0.01,1,20
Passive Copepod,1,16,Spring,Summer,2.946270926,0.002,0.2,20
Passive Copepod,1,18,Spring,Summer,1.863969825,0.05,5,20
Passive Copepod,1,20,Spring,Summer,1.645675914,0.01,1,24
Passive Copepod,1,21,Spring,Summer,0.618851152,0.05,5,24
Passive Copepod,1,20,Spring,Autumn,3.348710092,0.01,1,24
Passive Copepod,1,19,Spring,Autumn,2.662611958,0.002,0.2,24
Passive Copepod,1,17,Spring,Autumn,1.850028119,0.01,1,20
Passive Copepod,1,16,Spring,Autumn,1.399953096,0.002,0.2,20
Passive Copepod,1,21,Spring,Autumn,1.037670655,0.05,5,24
Passive Copepod,2,16,Spring,Winter,1.79257459,0.002,0.2,20
Passive Copepod,2,17,Spring,Winter,1.447628378,0.01,1,20
Passive Copepod,2,21,Spring,Winter,0.765429115,0.05,5,24
Passive Copepod,2,20,Spring,Winter,0.720809365,0.01,1,24
Passive Copepod,2,18,Spring,Winter,0.505656829,0.05,5,20
Passive Copepod,2,17,Spring,Spring,1.220889752,0.01,1,20
Passive Copepod,2,16,Spring,Spring,0.875751289,0.002,0.2,20
Passive Copepod,2,18,Spring,Spring,0.175320209,0.05,5,20
Passive Copepod,2,21,Spring,Spring,0.04730435,0.05,5,24
Passive Copepod,2,20,Spring,Spring,0.047042478,0.01,1,24
Passive Copepod,2,17,Spring,Summer,5.01744586,0.01,1,20
Passive Copepod,2,18,Spring,Summer,2.028335719,0.05,5,20
Passive Copepod,2,16,Spring,Summer,1.852701279,0.002,0.2,20
Passive Copepod,2,20,Spring,Summer,0.789591707,0.01,1,24
Passive Copepod,2,21,Spring,Summer,0.478154102,0.05,5,24
Passive Copepod,2,20,Spring,Autumn,4.328997383,0.01,1,24
Passive Copepod,2,17,Spring,Autumn,3.952878177,0.01,1,20
Passive Copepod,2,21,Spring,Autumn,3.232369786,0.05,5,24
Passive Copepod,2,18,Spring,Autumn,1.937567877,0.05,5,20
Passive Copepod,2,16,Spring,Autumn,0.905347126,0.002,0.2,20
Passive Copepod,3,16,Spring,Winter,1.881347915,0.002,0.2,20
Passive Copepod,3,17,Spring,Winter,1.686692686,0.01,1,20
Passive Copepod,3,21,Spring,Winter,0.828798028,0.05,5,24
Passive Copepod,3,18,Spring,Winter,0.775672098,0.05,5,20
Passive Copepod,3,20,Spring,Winter,0.728528668,0.01,1,24
Passive Copepod,3,17,Spring,Spring,1.29856083,0.01,1,20
Passive Copepod,3,16,Spring,Spring,0.722566455,0.002,0.2,20
Passive Copepod,3,18,Spring,Spring,0.204305372,0.05,5,20
Passive Copepod,3,21,Spring,Spring,0.11120779,0.05,5,24
Passive Copepod,3,20,Spring,Spring,0.048742206,0.01,1,24
Passive Copepod,3,17,Spring,Summer,5.791900653,0.01,1,20
Passive Copepod,3,18,Spring,Summer,3.429158194,0.05,5,20
Passive Copepod,3,16,Spring,Summer,1.418067866,0.002,0.2,20
Passive Copepod,3,21,Spring,Summer,0.592971228,0.05,5,24
Passive Copepod,3,20,Spring,Summer,0.529971764,0.01,1,24
Passive Copepod,3,17,Spring,Autumn,4.117613214,0.01,1,20
Passive Copepod,3,20,Spring,Autumn,3.984771482,0.01,1,24
Passive Copepod,3,21,Spring,Autumn,3.488450345,0.05,5,24
Passive Copepod,3,18,Spring,Autumn,3.015799015,0.05,5,20
Passive Copepod,3,16,Spring,Autumn,0.797196035,0.002,0.2,20
Passive Copepod,4,16,Spring,Winter,1.937253815,0.002,0.2,20
Passive Copepod,4,17,Spring,Winter,1.771331975,0.01,1,20
Passive Copepod,4,21,Spring,Winter,0.850153599,0.05,5,24
Passive Copepod,4,18,Spring,Winter,0.813810844,0.05,5,20
Passive Copepod,4,20,Spring,Winter,0.746162436,0.01,1,24
Passive Copepod,4,17,Spring,Spring,1.448902287,0.01,1,20
Passive Copepod,4,16,Spring,Spring,0.712416203,0.002,0.2,20
Passive Copepod,4,18,Spring,Spring,0.310522528,0.05,5,20
Passive Copepod,4,21,Spring,Spring,0.119583132,0.05,5,24
Passive Copepod,4,20,Spring,Spring,0.048851301,0.01,1,24
Passive Copepod,4,17,Spring,Summer,5.977964827,0.01,1,20
Passive Copepod,4,18,Spring,Summer,3.425716434,0.05,5,20
Passive Copepod,4,16,Spring,Summer,1.46709822,0.002,0.2,20
Passive Copepod,4,21,Spring,Summer,0.56891543,0.05,5,24
Passive Copepod,4,20,Spring,Summer,0.498249792,0.01,1,24
Passive Copepod,4,17,Spring,Autumn,4.199546386,0.01,1,20
Passive Copepod,4,20,Spring,Autumn,3.991446602,0.01,1,24
Passive Copepod,4,21,Spring,Autumn,3.508974513,0.05,5,24
Passive Copepod,4,18,Spring,Autumn,3.09011928,0.05,5,20
Passive Copepod,4,16,Spring,Autumn,0.846266819,0.002,0.2,20
Passive Copepod,5,16,Spring,Winter,1.970391995,0.002,0.2,20
Passive Copepod,5,17,Spring,Winter,1.770799017,0.01,1,20
Passive Copepod,5,21,Spring,Winter,0.846162688,0.05,5,24
Passive Copepod,5,18,Spring,Winter,0.826704105,0.05,5,20
Passive Copepod,5,20,Spring,Winter,0.744068957,0.01,1,24
Passive Copepod,5,17,Spring,Spring,1.505561554,0.01,1,20
Passive Copepod,5,16,Spring,Spring,0.723430733,0.002,0.2,20
Passive Copepod,5,18,Spring,Spring,0.332619678,0.05,5,20
Passive Copepod,5,21,Spring,Spring,0.122941889,0.05,5,24
Passive Copepod,5,20,Spring,Spring,0.050141739,0.01,1,24
Passive Copepod,5,17,Spring,Summer,6.041095462,0.01,1,20
Passive Copepod,5,18,Spring,Summer,3.462075509,0.05,5,20
Passive Copepod,5,16,Spring,Summer,1.500587118,0.002,0.2,20
Passive Copepod,5,21,Spring,Summer,0.565485865,0.05,5,24
Passive Copepod,5,20,Spring,Summer,0.494316971,0.01,1,24
Passive Copepod,5,17,Spring,Autumn,4.240209703,0.01,1,20
Passive Copepod,5,20,Spring,Autumn,3.976414748,0.01,1,24
Passive Copepod,5,21,Spring,Autumn,3.487165898,0.05,5,24
Passive Copepod,5,18,Spring,Autumn,3.144362584,0.05,5,20
Passive Copepod,5,16,Spring,Autumn,0.875432809,0.002,0.2,20
Passive Copepod,6,16,Spring,Winter,1.967446475,0.002,0.2,20
Passive Copepod,6,17,Spring,Winter,1.789335544,0.01,1,20
Passive Copepod,6,21,Spring,Winter,0.852794536,0.05,5,24
Passive Copepod,6,18,Spring,Winter,0.831718621,0.05,5,20
Passive Copepod,6,20,Spring,Winter,0.744260924,0.01,1,24
Passive Copepod,6,17,Spring,Spring,1.487078574,0.01,1,20
Passive Copepod,6,16,Spring,Spring,0.728764317,0.002,0.2,20
Passive Copepod,6,18,Spring,Spring,0.332428463,0.05,5,20
Passive Copepod,6,21,Spring,Spring,0.121124893,0.05,5,24
Passive Copepod,6,20,Spring,Spring,0.049524901,0.01,1,24
Passive Copepod,6,17,Spring,Summer,6.00735161,0.01,1,20
Passive Copepod,6,18,Spring,Summer,3.469462185,0.05,5,20
Passive Copepod,6,16,Spring,Summer,1.510040675,0.002,0.2,20
Passive Copepod,6,21,Spring,Summer,0.560455073,0.05,5,24
Passive Copepod,6,20,Spring,Summer,0.489322412,0.01,1,24
Passive Copepod,6,17,Spring,Autumn,4.248509956,0.01,1,20
Passive Copepod,6,20,Spring,Autumn,3.969112362,0.01,1,24
Passive Copepod,6,21,Spring,Autumn,3.513396152,0.05,5,24
Passive Copepod,6,18,Spring,Autumn,3.162319287,0.05,5,20
Passive Copepod,6,16,Spring,Autumn,0.874963869,0.002,0.2,20
Passive Copepod,1,20,Summer,Winter,2.614630466,0.01,1,24
Passive Copepod,1,21,Summer,Winter,1.638311926,0.05,5,24
Passive Copepod,1,17,Summer,Winter,0.209479649,0.01,1,20
Passive Copepod,1,19,Summer,Winter,0.134073612,0.002,0.2,24
Passive Copepod,1,23,Summer,Winter,0.122815054,0.01,1,28
Passive Copepod,1,17,Summer,Spring,0.251052842,0.01,1,20
Passive Copepod,1,21,Summer,Spring,0.24730217,0.05,5,24
Passive Copepod,1,20,Summer,Spring,0.190436382,0.01,1,24
Passive Copepod,1,18,Summer,Spring,0.137797814,0.05,5,20
Passive Copepod,1,16,Summer,Spring,0.078073251,0.002,0.2,20
Passive Copepod,1,17,Summer,Summer,2.124908633,0.01,1,20
Passive Copepod,1,20,Summer,Summer,1.590210614,0.01,1,24
Passive Copepod,1,21,Summer,Summer,1.055592172,0.05,5,24
Passive Copepod,1,18,Summer,Summer,0.624450998,0.05,5,20
Passive Copepod,1,16,Summer,Summer,0.584061413,0.002,0.2,20
Passive Copepod,1,20,Summer,Autumn,5.475214616,0.01,1,24
Passive Copepod,1,21,Summer,Autumn,5.360472039,0.05,5,24
Passive Copepod,1,23,Summer,Autumn,0.857100483,0.01,1,28
Passive Copepod,1,24,Summer,Autumn,0.47159822,0.05,5,28
Passive Copepod,1,22,Summer,Autumn,0.265977762,0.002,0.2,28
Passive Copepod,2,20,Summer,Winter,0.977808756,0.01,1,24
Passive Copepod,2,16,Summer,Winter,0.737767342,0.002,0.2,20
Passive Copepod,2,21,Summer,Winter,0.702271734,0.05,5,24
Passive Copepod,2,17,Summer,Winter,0.658174905,0.01,1,20
Passive Copepod,2,18,Summer,Winter,0.144359031,0.05,5,20
Passive Copepod,2,16,Summer,Spring,0.516075006,0.002,0.2,20
Passive Copepod,2,17,Summer,Spring,0.483291315,0.01,1,20
Passive Copepod,2,21,Summer,Spring,0.105139116,0.05,5,24
Passive Copepod,2,20,Summer,Spring,0.069563781,0.01,1,24
Passive Copepod,2,18,Summer,Spring,0.06722283,0.05,5,20
Passive Copepod,2,21,Summer,Summer,3.587862222,0.05,5,24
Passive Copepod,2,20,Summer,Summer,2.025202516,0.01,1,24
Passive Copepod,2,17,Summer,Summer,1.685571687,0.01,1,20
Passive Copepod,2,18,Summer,Summer,1.42894065,0.05,5,20
Passive Copepod,2,16,Summer,Summer,0.173492581,0.002,0.2,20
Passive Copepod,2,20,Summer,Autumn,5.235631832,0.01,1,24
Passive Copepod,2,21,Summer,Autumn,3.933586741,0.05,5,24
Passive Copepod,2,17,Summer,Autumn,0.937002462,0.01,1,20
Passive Copepod,2,18,Summer,Autumn,0.708912698,0.05,5,20
Passive Copepod,2,16,Summer,Autumn,0.099046565,0.002,0.2,20
Passive Copepod,3,16,Summer,Winter,1.755404047,0.002,0.2,20
Passive Copepod,3,20,Summer,Winter,0.686283007,0.01,1,24
Passive Copepod,3,21,Summer,Winter,0.674669329,0.05,5,24
Passive Copepod,3,17,Summer,Winter,0.429681822,0.01,1,20
Passive Copepod,3,18,Summer,Winter,0.31726304,0.05,5,20
Passive Copepod,3,16,Summer,Spring,0.823239644,0.002,0.2,20
Passive Copepod,3,17,Summer,Spring,0.578345737,0.01,1,20
Passive Copepod,3,18,Summer,Spring,0.128125399,0.05,5,20
Passive Copepod,3,21,Summer,Spring,0.098699627,0.05,5,24
Passive Copepod,3,20,Summer,Spring,0.047707158,0.01,1,24
Passive Copepod,3,18,Summer,Summer,2.657980999,0.05,5,20
Passive Copepod,3,17,Summer,Summer,2.655612565,0.01,1,20
Passive Copepod,3,21,Summer,Summer,1.9211629,0.05,5,24
Passive Copepod,3,20,Summer,Summer,1.635100776,0.01,1,24
Passive Copepod,3,16,Summer,Summer,1.284877712,0.002,0.2,20
Passive Copepod,3,20,Summer,Autumn,4.651924899,0.01,1,24
Passive Copepod,3,21,Summer,Autumn,3.495878962,0.05,5,24
Passive Copepod,3,18,Summer,Autumn,1.440731169,0.05,5,20
Passive Copepod,3,17,Summer,Autumn,1.399105425,0.01,1,20
Passive Copepod,3,16,Summer,Autumn,0.608251642,0.002,0.2,20
Passive Copepod,4,16,Summer,Winter,2.049981047,0.002,0.2,20
Passive Copepod,4,17,Summer,Winter,0.850600666,0.01,1,20
Passive Copepod,4,21,Summer,Winter,0.801658396,0.05,5,24
Passive Copepod,4,20,Summer,Winter,0.72453438,0.01,1,24
Passive Copepod,4,18,Summer,Winter,0.546266634,0.05,5,20
Passive Copepod,4,17,Summer,Spring,0.863042891,0.01,1,20
Passive Copepod,4,16,Summer,Spring,0.830403696,0.002,0.2,20
Passive Copepod,4,18,Summer,Spring,0.216522144,0.05,5,20
Passive Copepod,4,21,Summer,Spring,0.115683427,0.05,5,24
Passive Copepod,4,20,Summer,Spring,0.049336895,0.01,1,24
Passive Copepod,4,17,Summer,Summer,3.747546426,0.01,1,20
Passive Copepod,4,18,Summer,Summer,3.539399039,0.05,5,20
Passive Copepod,4,16,Summer,Summer,1.730427187,0.002,0.2,20
Passive Copepod,4,21,Summer,Summer,1.12637989,0.05,5,24
Passive Copepod,4,20,Summer,Summer,1.030736419,0.01,1,24
Passive Copepod,4,20,Summer,Autumn,4.702594845,0.01,1,24
Passive Copepod,4,21,Summer,Autumn,3.890548979,0.05,5,24
Passive Copepod,4,18,Summer,Autumn,2.362871687,0.05,5,20
Passive Copepod,4,17,Summer,Autumn,2.33830161,0.01,1,20
Passive Copepod,4,16,Summer,Autumn,0.806888835,0.002,0.2,20
Passive Copepod,5,16,Summer,Winter,2.095520015,0.002,0.2,20
Passive Copepod,5,17,Summer,Winter,1.183757745,0.01,1,20
Passive Copepod,5,21,Summer,Winter,0.824686526,0.05,5,24
Passive Copepod,5,20,Summer,Winter,0.771334269,0.01,1,24
Passive Copepod,5,18,Summer,Winter,0.71489938,0.05,5,20
Passive Copepod,5,17,Summer,Spring,1.08034097,0.01,1,20
Passive Copepod,5,16,Summer,Spring,0.809615219,0.002,0.2,20
Passive Copepod,5,18,Summer,Spring,0.276860394,0.05,5,20
Passive Copepod,5,21,Summer,Spring,0.119140293,0.05,5,24
Passive Copepod,5,20,Summer,Spring,0.052269327,0.01,1,24
Passive Copepod,5,17,Summer,Summer,4.424967548,0.01,1,20
Passive Copepod,5,18,Summer,Summer,4.104331318,0.05,5,20
Passive Copepod,5,16,Summer,Summer,1.661776603,0.002,0.2,20
Passive Copepod,5,21,Summer,Summer,0.830026749,0.05,5,24
Passive Copepod,5,20,Summer,Summer,0.783001806,0.01,1,24
Passive Copepod,5,20,Summer,Autumn,4.679409208,0.01,1,24
Passive Copepod,5,21,Summer,Autumn,3.803650247,0.05,5,24
Passive Copepod,5,17,Summer,Autumn,3.077373194,0.01,1,20
Passive Copepod,5,18,Summer,Autumn,3.042437446,0.05,5,20
Passive Copepod,5,16,Summer,Autumn,0.840645748,0.002,0.2,20
Passive Copepod,6,16,Summer,Winter,2.114798901,0.002,0.2,20
Passive Copepod,6,17,Summer,Winter,1.369821194,0.01,1,20
Passive Copepod,6,21,Summer,Winter,0.82213932,0.05,5,24
Passive Copepod,6,18,Summer,Winter,0.785196122,0.05,5,20
Passive Copepod,6,20,Summer,Winter,0.779143957,0.01,1,24
Passive Copepod,6,17,Summer,Spring,1.31391887,0.01,1,20
Passive Copepod,6,16,Summer,Spring,0.783539421,0.002,0.2,20
Passive Copepod,6,18,Summer,Spring,0.324159404,0.05,5,20
Passive Copepod,6,21,Summer,Spring,0.118766682,0.05,5,24
Passive Copepod,6,20,Summer,Spring,0.051499286,0.01,1,24
Passive Copepod,6,17,Summer,Summer,5.010973035,0.01,1,20
Passive Copepod,6,18,Summer,Summer,4.004202012,0.05,5,20
Passive Copepod,6,16,Summer,Summer,1.638610177,0.002,0.2,20
Passive Copepod,6,21,Summer,Summer,0.695259816,0.05,5,24
Passive Copepod,6,20,Summer,Summer,0.674643628,0.01,1,24
Passive Copepod,6,20,Summer,Autumn,4.560882756,0.01,1,24
Passive Copepod,6,21,Summer,Autumn,3.629415791,0.05,5,24
Passive Copepod,6,17,Summer,Autumn,3.510056717,0.01,1,20
Passive Copepod,6,18,Summer,Autumn,3.220545258,0.05,5,20
Passive Copepod,6,16,Summer,Autumn,0.884997339,0.002,0.2,20
Passive Copepod,1,21,Autumn,Winter,1.520596659,0.05,5,24
Passive Copepod,1,19,Autumn,Winter,1.46255138,0.002,0.2,24
Passive Copepod,1,20,Autumn,Winter,1.130526275,0.01,1,24
Passive Copepod,1,18,Autumn,Winter,0.238598172,0.05,5,20
Passive Copepod,1,17,Autumn,Winter,0.087677095,0.01,1,20
Passive Copepod,1,21,Autumn,Spring,0.224248493,0.05,5,24
Passive Copepod,1,20,Autumn,Spring,0.079829158,0.01,1,24
Passive Copepod,1,18,Autumn,Spring,0.058910598,0.05,5,20
Passive Copepod,1,17,Autumn,Spring,0.054234737,0.01,1,20
Passive Copepod,1,19,Autumn,Spring,0.034073041,0.002,0.2,24
Passive Copepod,1,21,Autumn,Summer,3.721844212,0.05,5,24
Passive Copepod,1,20,Autumn,Summer,2.916289439,0.01,1,24
Passive Copepod,1,17,Autumn,Summer,1.171581871,0.01,1,20
Passive Copepod,1,18,Autumn,Summer,0.644647426,0.05,5,20
Passive Copepod,1,16,Autumn,Summer,0.161578372,0.002,0.2,20
Passive Copepod,1,20,Autumn,Autumn,5.913640634,0.01,1,24
Passive Copepod,1,21,Autumn,Autumn,4.759202485,0.05,5,24
Passive Copepod,1,18,Autumn,Autumn,1.490787545,0.05,5,20
Passive Copepod,1,17,Autumn,Autumn,1.388114365,0.01,1,20
Passive Copepod,1,19,Autumn,Autumn,1.04549332,0.002,0.2,24
Passive Copepod,2,20,Autumn,Winter,0.66117385,0.01,1,24
